tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31,tfidf_32,tfidf_33,tfidf_34,tfidf_35,tfidf_36,tfidf_37,tfidf_38,tfidf_39,tfidf_40,tfidf_41,tfidf_42,tfidf_43,tfidf_44,tfidf_45,tfidf_46,tfidf_47,tfidf_48,tfidf_49
0.37839262980383587,-0.7236190120508034,-0.013762718922549159,0.022267013438259577,-0.023446793646585862,0.005634257020439846,0.012309806635851605,-0.011474974280425336,-0.003267428081463705,0.017066741880460652,0.01792587579141253,-0.017436349158549583,0.0230361635202154,-0.00035510401924020233,-0.016965947079113152,0.016946755836646794,-0.012547430875175576,0.043897279113500935,-0.046419990810184546,-0.005054854323662747,0.024672500960106643,0.021912311772008985,-0.003492581475896578,0.009241316487483917,0.015485141239348956,-0.01845005205840607,-0.015574905099564855,0.02127511663871776,-0.007893901303399871,0.03755034806376516,0.06483659463619877,0.002626815040990669,0.023683194573802923,-0.046560591514600756,0.036732923820861796,-0.042599008017040765,-0.11317674607194177,-0.01863949258813289,0.05783303193090538,-0.019216997806024885,0.03019775058665221,-0.023028698039577224,-0.03248004580800752,-0.05854204354210573,0.015805048415901937,-0.006949703903239415,0.038390942080976515,0.04402415616898854,-0.0704764252576704,0.032416917352279126
0.32817494600760894,0.07894618949590544,0.12707486100577067,-0.0056011209193393375,0.054430102204900084,-0.0022513299063533928,-0.07858730394214092,-0.02558845019907853,0.0014924426413045792,0.04104608743487742,-0.05776369525656392,-0.040711138289556116,0.008728374493392617,-0.028376870523079672,0.012148955210144334,-0.021001929983229604,0.023960864302273493,-0.004268575713503529,-0.03880175211457683,0.017534446231951398,-0.015056672835038606,-0.04344720132418112,-0.0009983847888418182,0.034085217285914016,0.022398055313715977,0.020890159681010174,-0.02267357985825313,-0.08502589000536288,-0.014624719292825784,0.0038337336836200817,-0.05158408505687289,0.01137566150881953,-0.07140427176401831,0.0665380002247146,0.014095883253177672,-0.006465401608380851,-0.005406693386464863,-0.023499630398178147,-0.015223289779859192,-0.05380329671059226,0.09678415230274144,-0.009711765652475248,0.014850216875778097,0.1574987608701749,-0.05751572248814001,0.026267740682090174,0.011859282842832311,0.13439976228794703,0.02762560439954927,-0.1555401585181367
0.12105544187717615,0.04468438888335535,-0.19467657248721457,0.009134732336627784,0.13279724618928182,-0.06351035149637257,-0.07649586113099192,0.1833838620839017,0.10227194458747024,-0.04254814668248112,0.002761016964369929,0.017508014390507743,-0.21077834628999995,-0.13213418988795314,0.05140489194820587,-0.10791915735227925,-0.0564271238249228,-0.06524817605843004,-0.10525312114580898,0.002046669505885619,-0.019977829816163688,0.06148655838951992,-0.061849434228759145,-0.23598417309419675,-0.07358437996400226,0.21628985579649712,-0.023991317545326803,0.07108989467484306,0.003376137877059179,0.1939185007349206,-0.033647882243447697,-0.005576079116450942,-0.11160075501297535,-0.16365169437754895,0.2394752065663569,-0.1158002040166128,-0.02958140599168605,-0.18490454984681465,-0.05085458966384045,-0.0358600466074649,-0.044952069716717495,-0.027728787252903786,-0.024295877672341943,-0.083375984509323,-0.06496302157981435,-0.01407660403043544,0.055260408281557455,0.13613035456562975,0.0006341409723092,-0.12415615897450609
0.03956384810858218,0.01688979412953069,-0.14219880154225492,0.04184099425099061,0.10181223372867326,-0.15835167221488541,-0.10462709705408271,0.19004876311769522,0.0727936601113826,-0.06550056388368837,0.011221398281344549,-0.17006279307824818,0.19866561378511105,0.11158669524611774,-0.1766079511683868,0.22257153403592456,-0.06138079146907935,0.07016377623839827,0.028300590813401194,0.06557116404911635,0.044367192223091226,-0.09462398666159651,0.007589710770420675,0.08632104211402974,0.036462429993567844,0.014953300318858295,-0.08035172334501654,0.011060077739199425,-0.06235551696785985,-0.0587818188166822,0.026584917495531126,0.003041630825724897,0.044064307510192455,-0.03789557927397774,0.00578642823060686,-0.025718387648479356,0.006351559044819014,0.005342925923207981,0.07465536289368853,-0.02391744193262027,-0.020553569155018776,-0.054067415184957376,0.06600284492776377,0.13953899208093498,-0.02950086061896473,-0.031167401694781827,-0.019933019513905473,0.1810949246351177,0.03720781554530293,-0.19900338700967213
0.28011127917730994,0.09837429218057657,-0.03260917931991367,-0.034557056796359883,-0.06646706946042201,-0.07652560308326943,0.023908852376918224,-0.04332296624534285,-0.044446359038035434,0.0036695167332081433,0.0770791659056164,-0.077787435228798,-0.04992253971400762,0.2239078389752199,-0.0771132306300739,-0.04230151057035678,-0.04131532871097697,0.038607489464250445,0.008265607454472551,0.05530961392609018,-0.05401156514597068,0.3638081106716552,-0.09386591947712425,0.030390618714738922,0.08372561105120216,0.06556642975611035,0.11122342255015236,0.049978537440021675,-0.2478320230030528,-0.11896600136020688,-0.29299917050703567,0.17330410206658345,0.09544673270126429,0.08990553596298266,0.03504105445857403,-0.06994417297465141,-0.047353094975223144,-0.15321930146408483,-0.09132412770562288,-0.008320457863533172,0.136193016401857,0.028831326546695943,-0.03373590183118707,-0.08143215066772513,-0.0738100890062382,0.044656318202344725,-0.04244004200816614,0.06872976804599609,0.011178966491604513,-0.05802142066752757
0.4654340327425871,0.14077402295516545,0.18987154736152284,-0.009232688770931356,0.09622722557238017,-0.0648026466582552,-0.05089518497089094,-0.059500718893045826,-0.05500193929465872,0.03878677055050864,0.005741706448375756,0.017954593662957506,0.042060637509618526,-0.04729248653668267,-0.05676895614326872,0.015240822934494849,0.009526253564237861,-0.02058711904791849,-0.10709496507381473,-0.0039006536703415622,-0.05850481329630282,-0.05028024475256975,0.025606926029517987,0.08468231063673265,-0.025921121509421,0.04141659025572665,-0.06838825467822082,-0.07139551464608895,-0.03721304863087673,-0.07803122671762047,-0.01650874247751725,-0.01813773102631686,-0.08681548441705669,-0.050469415073229225,0.03072102816480798,-0.013507314691945342,0.0513855362345885,0.04309776863030786,-0.031890904619212374,-0.05849674221188247,0.25360436618973176,-0.03551016807887931,0.2675557098754327,-0.02129934414386996,-0.046142573683403645,-0.05031976195069716,0.0442265944729719,-0.018703012116342534,-0.0537123444658791,0.056321685828375316
0.30260979943328564,0.10756673674028323,0.06269939925095078,-0.23806786978617286,-0.1481306616146692,-0.08436437350797116,-0.3383145841787524,-0.1123281544090092,0.21137638979445583,0.09470458872285367,-0.23118819519621275,-0.09511013499311088,0.08515119487409853,0.23621128370608258,0.4975929076428558,0.08578854805377681,0.1280337643017189,-0.031715582780975075,-0.06862395620887235,-0.25592074797871206,-0.10051336394762692,-0.009146346593145005,-0.04086094612905063,0.03525663447398076,0.05781421910735975,0.05035349647277637,-0.09848323362010906,-0.06106295423353665,-0.004666427831694614,0.07213435029454741,0.0018926011286384947,0.00219431797202598,0.03328285215659281,-0.021556190453880512,0.002871552914625407,-0.04472308554343445,0.020301027115804015,-0.03660394494960805,-0.008122698256254302,-0.013443995685479876,-0.027934681272456227,0.02555537304711122,0.0008587934390036984,0.01074782961301213,0.01585268405100244,-0.0026424825202508136,0.017145184777887897,0.015981135466870886,0.01884202703048889,-0.0026946061143365415
0.3580710530373337,0.12300688980060297,-0.014436184385202588,0.006566925218254406,-0.12096923646040003,0.01491763898884022,-0.02433398915539345,-0.05269795299329964,-0.03531545984999476,0.21128469582048615,-0.22512437250087486,0.051732216942787144,0.06802304460965095,-0.052360078080084256,0.13657622742342954,0.03526653757581281,-0.18763872085108932,0.18995991044505964,-0.023039999604698103,0.5847441464498543,-0.1437238639425789,-0.011326935334218021,-0.07125353648993746,-0.030351409051682578,0.12094303436645701,-0.06485120389200204,0.04660752513152362,-0.0616594773798506,0.11466528904192679,0.14837599949988156,-0.04772935042671111,-0.06716478077528593,-0.047470634687974377,-0.015267828003980783,0.005558669234135392,-0.047743932184650145,-0.012179826466846053,0.009969482017942576,0.008116764373166297,0.015762364734521157,-0.0408190812556744,-0.05426580207227976,0.02331252763551753,0.011812154699397595,0.00019141955186495856,-0.02987608524066808,-0.05834402651404067,-0.03734793201717183,-0.014569095320221543,-0.073035789023554
0.41869833041080345,-0.6611341801713914,-0.016624691929238527,0.007721707690161889,-0.02108622525557155,0.011848741462298577,0.011619710151322737,-0.033914043804523175,-0.024724437330328246,-0.025696302163161207,0.03142148834477055,-0.004835717825001984,-0.005924873802938248,0.012293316351526135,0.000606218221504327,0.013580790088490969,-0.01269900786479637,0.0672279791377758,-0.05210872568055013,-0.02742275898240588,0.010029716999838106,-0.019443830678139342,-0.003574955181916951,-0.043775635868011746,0.04515754507200375,-0.014064373479024584,0.04285455294191492,-0.008166878299716082,-0.01119768710331062,0.03223611438158474,0.024093979704010414,-0.03559568235433961,-0.013592324789124125,0.05045138485644999,0.05769147150048033,0.05951016738981307,-0.005505062114029694,0.09595452121628706,-0.013484290108948447,0.0025073857486280385,-0.06723401083233832,-0.04879377185291574,0.0468186891005052,0.04937909430832017,-0.002870559364090917,0.03722742394610606,0.18312601383339935,0.051548641738907046,-0.01988388824390088,-0.08001930749649819
0.3606787171645142,0.12081155856700852,0.06357708442087072,-0.2015898331165592,0.34630546457816297,0.4951791045008777,0.09220233576957658,0.10455334207402663,0.15241033929838307,0.028817429609979513,0.027246961193556744,-0.04461959360407666,0.003753723871967977,0.14423500829541339,-0.016533660528120376,0.11523611801533234,0.10979649388047709,0.03988611640071227,0.09010354397082328,0.04685542578063234,-0.032180799729356335,0.060732897387514376,-0.011614031526741023,-0.10652680427239695,0.013795465070870648,-0.14827527212153516,-0.01269776391692773,-0.0893198178017421,0.04861145173185969,0.08493054780271303,0.10693590437666582,0.15219071105505483,0.11125802663066342,0.09127573876181634,0.04746520607832937,-0.035767258762218486,0.08327297665897145,-0.038880275429539105,-0.05132250983651144,0.04561917382329214,0.011167600766036356,-0.0033396968508023085,0.09669148593767028,-0.0590660318310813,-0.1198346323027271,0.07530612297857124,0.08758734016047212,-0.06274567511024082,-0.10100187116595317,0.051571192962128594
